trade_date,open,high,low,close,vol
20221125,13.25,13.32,12.48,12.59,139661980.0
20221118,12.3,13.6,12.21,13.32,274809365.0
20221111,13.01,13.15,12.15,12.43,228319766.0
20221104,10.52,13.24,10.45,12.83,316920563.0
20221028,10.71,11.29,10.33,10.61,182840924.0
20221021,10.33,10.9,10.28,10.64,100629190.0
20221014,9.95,10.43,9.5,10.37,110838225.0
20220930,10.42,10.55,9.95,9.96,97480519.0
20220923,10.94,10.99,10.37,10.53,111440073.0
20220916,12.03,12.19,10.89,10.95,105061631.0
20220909,11.94,12.39,11.8,12.01,124250868.0
20220902,12.18,12.42,11.74,11.97,134305114.0
20220826,13.2,13.55,12.0,12.43,265335736.0
20220819,13.0,13.81,12.84,13.3,234861976.0
20220812,13.42,13.65,12.95,13.12,309610526.0
